Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
IBUY,Amplify Online Retail ETF,49.495,$277.17M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibuy
ASYS,"Amtech Systems, Inc.",5.97,$85.01M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys
AMRS,"Amyris, Inc.",3.67,$343.16M,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs
ADI,"Analog Devices, Inc.",113.67,$42.03B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi
ANAB,"AnaptysBio, Inc.",59.24,$1.6B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,3.4,$172.49M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl
ANCN,Anchiano Therapeutics Ltd.,4.5,$30.69M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ancn
ANDA,Andina Acquisition Corp. III,9.87,$137.14M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. III,0.27,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. III,10.28,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. III,0.23,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/andaw
ANGI,ANGI Homeservices Inc.,14.6,$7.4B,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",19.4,$721.99M,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
ANIP,"ANI Pharmaceuticals, Inc.",77.05,$928.28M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,40.19,$570.98M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik
ANIX,"Anixa Biosciences, Inc.",3.8,$76.37M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/anix
ANSS,"ANSYS, Inc.",200.96,$16.87B,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss
ATRS,"Antares Pharma, Inc.",2.89,$469.97M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs
APLS,"Apellis Pharmaceuticals, Inc.",24.07,$1.52B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls
APOG,"Apogee Enterprises, Inc.",38.13,$1.01B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",3.78,$82.87M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,15.93,$1.1B,2004,n/a,n/a,https://www.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",16.04,$573.72M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",107.7,$3.66B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf
APPN,Appian Corporation,39.75,$2.57B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn
AAPL,Apple Inc.,198.78,$914.6B,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl
ARCI,"Appliance Recycling Centers of America, Inc.",4.54,$7.69M,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
APDN,Applied DNA Sciences Inc,0.61,$23.11M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn
APDNW,Applied DNA Sciences Inc,0.0098,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw
AGTC,Applied Genetic Technologies Corporation,3.8,$69.05M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",42.96,$40.22B,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",9.29,$185.24M,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi
APLT,"Applied Therapeutics, Inc.",8.64,$147.33M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aplt
AREX,Approach Resources Inc.,0.3378,$31.65M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
APVO,Aptevo Therapeutics Inc.,0.9553,$43.07M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,3.49,$117.13M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
APM,Aptorum Group Limited,25.7,$168.01M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm
APTO,"Aptose Biosciences, Inc.",2.12,$112.77M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
APYX,Apyx Medical Corporation,6.38,$217.19M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apyx
AQMS,"Aqua Metals, Inc.",1.62,$72.52M,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",3.1,$66.96M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",4.22,$105.4M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
AQXP,"Aquinox Pharmaceuticals, Inc.",2.34,$55.08M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
PETX,"Aratana Therapeutics, Inc.",5.04,$246.97M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx
ARAV,"Aravive, Inc.",5.97,$67.32M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,2.2,$127.63M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",0.4919,$11.5M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",6.46,$16.08M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",3.6,$17.2M,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,26.82,$684.27M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,36.44,$14.71B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,25.1344,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,24.15,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",3.11,$50.84M,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARCE,Arco Platform Limited,45.74,$1.04B,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Holdings Inc.,9.74,$104.82M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",2.59,$162.14M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",57.29,$2.84B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,17.94,$7.65B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,140.15,$5.32B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,11.34,$91.94M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,19.9138,$69.68M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,2.09,$55.73M,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",10.49,$1.15B,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,46.2,$10.31B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
DWCR,Arrow DWA Country Rotation ETF,26.9905,$14.84M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.24,$5.62M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,33.42,$484.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",28.12,$2.67B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ARTL,"Artelo Biosciences, Inc.",4.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/artl
ARTLW,"Artelo Biosciences, Inc.",0.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/artlw
ARTNA,Artesian Resources Corporation,36.49,$338.43M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.05,$8.78M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",21.89,$707.62M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
ARYA,ARYA Sciences Acquisition Corp.,9.97,$179.15M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,10.67,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,1.5,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw
ASNA,"Ascena Retail Group, Inc.",0.7112,$140.67M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,122.39,$5.76B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",1.11,$13.86M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.2,$30.4M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,3.4,$108.97M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,202.27,$86.1B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,5.1,$95.11M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",123.56,$8.52B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",13.12,$335.88M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASRT,"Assertio Therapeutics, Inc.",3.16,$203.52M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",7.19,$48.07M,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",31.36,$706.56M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,39.09,$1.28B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",26.12,$183.05M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,2.98,$17.21M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,7.86,$121.08M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",1.8,$17.81M,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,2.59,$63M,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",21.43,$992.65M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATNX,"Athenex, Inc.",17.94,$1.38B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.76,$263.61M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
ATIF,ATIF Holdings Limited,3.37,$131.43M,2019,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/atif
AAME,Atlantic American Corporation,2.51,$50.56M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",16.66,$401.58M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
AUB,Atlantic Union Bankshares Corporation,34.22,$2.81B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aub
AY,Atlantica Yield plc,23.47,$2.35B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,3.82,$61.02M,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,40.62,$1.05B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",0.806,$9.62M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",9.2264,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,132.87,$32.03B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",59.21,$946.99M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,5.15,$78.96M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,2.04,$18.61M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
BCEL,"Atreca, Inc.",17.07,$457.21M,2019,n/a,n/a,https://www.nasdaq.com/symbol/bcel
ATRC,"AtriCure, Inc.",30.02,$1.16B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,887.43,$1.64B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATIS,Attis Industries Inc.,1.72,$5.92M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.2,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/atisw
LIFE,"aTyr Pharma, Inc.",0.392,$17.98M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",33,$118.17M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",40.4,$1.79B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,15.84,$464.86M,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",7.69,$58.77M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,6.18,$566.38M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding Ltd.,2.84,$5.41M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,5.31,$609.7M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",170.89,$37.53B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,16.32,$734.03M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",168.16,$73.19B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",3.45,$45.35M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,2.77,$103.47M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
AVCO,Avalon GloboCare Corp.,2.19,$165.69M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco
AVDR,"Avedro, Inc",20.75,$355.03M,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdr
ATXI,"Avenue Therapeutics, Inc.",6.53,$108.13M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",0.7646,$122.9M,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",13.27,$71.36M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",3.86,$216.45M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",26.45,$18.52M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",8.64,$366.47M,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",0.4178,$26.82M,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",34.3,$2.6B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AVT,"Avnet, Inc.",43,$4.57B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",14.9,$359.79M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.17,$68.32M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",14.46,$476.34M,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXLA,Axcella Health Inc.,9.95,$228.73M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/axla
AXGN,"AxoGen, Inc.",19.61,$767.73M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",73.3,$4.33B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",37.9,$1.07B,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
AXGT,Axovant Gene Therapies Ltd.,6.86,$156.27M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axgt
AXSM,"Axsome Therapeutics, Inc.",24.17,$804.99M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,4.06,$162.81M,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",1.84,$30.66M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",1.73,$36.43M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,1.86,$69.33M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",20.15,$534.5M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",25.04,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.98,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",25.5,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi
RILYL,"B. Riley Financial, Inc.",25.6,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYO,"B. Riley Financial, Inc.",25.14,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyo
RILYZ,"B. Riley Financial, Inc.",25.47,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.55,$9.84M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",116.91,$40.92B,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,100.19,$3.24B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",3.76,$873.56M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,55.4,$1.81B,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.65,$26.65M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",15.69,$52.66M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
